id,level,word,pinyin,cixing,sourceSort
hsk6_1157,HSK 6,射,shè,动,4757
hsk6_1158,HSK 6,涉及,shèjí,动,4758
hsk6_1159,HSK 6,射击,shèjī,动,4759
hsk6_1160,HSK 6,摄像,shèxiàng,动,4760
hsk6_1161,HSK 6,设想,shèxiǎng,动,4761
hsk6_1162,HSK 6,摄像头,shèxiàngtóu,名,4762
hsk6_1163,HSK 6,身心,shēnxīn,名,4763
hsk6_1164,HSK 6,深夜,shēnyè,名,4764
hsk6_1165,HSK 6,神,shén,名、形,4765
hsk6_1166,HSK 6,神经,shénjīng,名,4766
hsk6_1167,HSK 6,神奇,shénqí,形,4767
hsk6_1168,HSK 6,审美,shěnměi,动,4768
hsk6_1169,HSK 6,升2,shēng,量,4769
hsk6_1170,HSK 6,生成,shēngchéng,动,4770
hsk6_1171,HSK 6,声调,shēngdiào,名,4771
hsk6_1172,HSK 6,生命力,shēngmìnglì,名,4772
hsk6_1173,HSK 6,生态,shēngtài,名,4773
hsk6_1174,HSK 6,升学,shēngxué,动,4774
hsk6_1175,HSK 6,剩余,shèngyú,动,4775
hsk6_1176,HSK 6,诗词,shīcí,名,4776
hsk6_1177,HSK 6,湿度,shīdù,名,4777
hsk6_1178,HSK 6,师父,shīfu,名,4778
hsk6_1179,HSK 6,诗歌,shīgē,名,4779
hsk6_1180,HSK 6,狮子,shīzi,名,4780
hsk6_1181,HSK 6,识,shí,动,4781
hsk6_1182,HSK 6,拾,shí,动,4782
hsk6_1183,HSK 6,识别,shíbié,动,4783
hsk6_1184,HSK 6,时光,shíguāng,名,4784
hsk6_1185,HSK 6,实话,shíhuà,名,4785
hsk6_1186,HSK 6,实惠,shíhuì,名、形,4786
hsk6_1187,HSK 6,时机,shíjī,名,4787
hsk6_1188,HSK 6,时尚,shíshàng,名、形,4788
hsk6_1189,HSK 6,实时,shíshí,副,4789
hsk6_1190,HSK 6,时速,shísù,名,4790
hsk6_1191,HSK 6,石油,shíyóu,名,4791
hsk6_1192,HSK 6,食欲,shíyù,名,4792
hsk6_1193,HSK 6,实质,shízhì,名,4793
hsk6_1194,HSK 6,十足,shízú,形,4794
hsk6_1195,HSK 6,使劲,shǐjìn,动,4795
hsk6_1196,HSK 6,士兵,shìbīng,名,4796
hsk6_1197,HSK 6,适度,shìdù,形,4797
hsk6_1198,HSK 6,示范,shìfàn,动,4798
hsk6_1199,HSK 6,释放,shìfàng,动,4799
hsk6_1200,HSK 6,事后,shìhòu,名,4800
hsk6_1201,HSK 6,视觉,shìjué,名,4801
hsk6_1202,HSK 6,势力,shìlì,名,4802
hsk6_1203,HSK 6,视力,shìlì,名,4803
hsk6_1204,HSK 6,试图,shìtú,动,4804
hsk6_1205,HSK 6,事务,shìwù,名,4805
hsk6_1206,HSK 6,事项,shìxiàng,名,4806
hsk6_1207,HSK 6,适宜,shìyí,形,4807
hsk6_1208,HSK 6,收藏,shōucáng,动,4808
hsk6_1209,HSK 6,收购,shōugòu,动,4809
hsk6_1210,HSK 6,收取,shōuqǔ,动,4810
hsk6_1211,HSK 6,收益,shōuyì,名,4811
hsk6_1212,HSK 6,手臂,shǒubì,名,4812
hsk6_1213,HSK 6,手法,shǒufǎ,名,4813
hsk6_1214,HSK 6,手势,shǒushì,名,4814
hsk6_1215,HSK 6,首要,shǒuyào,形,4815
hsk6_1216,HSK 6,寿命,shòumìng,名,4816
hsk6_1217,HSK 6,受灾,shòuzāi,动,4817
hsk6_1218,HSK 6,输出,shūchū,动,4818
hsk6_1219,HSK 6,书画,shūhuà,名,4819
hsk6_1220,HSK 6,书籍,shūjí,名,4820
hsk6_1221,HSK 6,书面,shūmiàn,形,4821
hsk6_1222,HSK 6,输送,shūsòng,动,4822
hsk6_1223,HSK 6,书写,shūxiě,动,4823
hsk6_1224,HSK 6,属,shǔ,动,4824
hsk6_1225,HSK 6,薯片,shǔpiàn,名,4825
hsk6_1226,HSK 6,竖,shù,形、动、名,4826
hsk6_1227,HSK 6,树立,shùlì,动,4827
hsk6_1228,HSK 6,数目,shùmù,名,4828
hsk6_1229,HSK 6,数字化,shùzìhuà,动,4829
hsk6_1230,HSK 6,衰老,shuāilǎo,形,4830
hsk6_1231,HSK 6,率领,shuàilǐng,动,4831
hsk6_1232,HSK 6,率先,shuàixiān,副,4832
hsk6_1233,HSK 6,水稻,shuǐdào,名,4833
hsk6_1234,HSK 6,水库,shuǐkù,名,4834
hsk6_1235,HSK 6,水流,shuǐliú,名,4835
hsk6_1236,HSK 6,水面,shuǐmiàn,名,4836
hsk6_1237,HSK 6,水泥,shuǐní,名,4837
hsk6_1238,HSK 6,瞬间,shùnjiān,名,4838
hsk6_1239,HSK 6,思路,sīlù,名,4839
hsk6_1240,HSK 6,思念,sīniàn,动,4840
hsk6_1241,HSK 6,死亡,sǐwáng,动,4841
hsk6_1242,HSK 6,松,sōng,形、动,4842
hsk6_1243,HSK 6,艘,sōu,量,4843
hsk6_1244,HSK 6,搜集,sōují,动,4844
hsk6_1245,HSK 6,塑造,sùzào,动,4845
hsk6_1246,HSK 6,素质,sùzhì,名,4846
hsk6_1247,HSK 6,算了,suànle,动、助,4847
hsk6_1248,HSK 6,算是,suànshì,动、副,4848
hsk6_1249,HSK 6,虽,suī,连,4849
hsk6_1250,HSK 6,岁数,suìshu,名,4850
hsk6_1251,HSK 6,岁月,suìyuè,名,4851
hsk6_1252,HSK 6,损坏,sǔnhuài,动,4852
hsk6_1253,HSK 6,损伤,sǔnshāng,动,4853
hsk6_1254,HSK 6,所2,suǒ,助,4854
hsk6_1255,HSK 6,踏实,tāshi,形,4855
hsk6_1256,HSK 6,塔,tǎ,名,4856
hsk6_1257,HSK 6,台风,táifēng,名,4857
hsk6_1258,HSK 6,台球,táiqiú,名,4858
hsk6_1259,HSK 6,太空,tàikōng,名,4859
hsk6_1260,HSK 6,太阳能,tàiyángnéng,名,4860
hsk6_1261,HSK 6,谈论,tánlùn,动,4861
hsk6_1262,HSK 6,谈判,tánpàn,动,4862
hsk6_1263,HSK 6,弹性,tánxìng,名,4863
hsk6_1264,HSK 6,探索,tànsuǒ,动,4864
hsk6_1265,HSK 6,探讨,tàntǎo,动,4865
hsk6_1266,HSK 6,汤圆,tāngyuán,名,4866
hsk6_1267,HSK 6,糖果,tángguǒ,名,4867
hsk6_1268,HSK 6,烫,tàng,动、形,4868
hsk6_1269,HSK 6,掏,tāo,动,4869
hsk6_1270,HSK 6,逃,táo,动,4870
hsk6_1271,HSK 6,逃跑,táopǎo,动,4871
hsk6_1272,HSK 6,淘气,táoqì,形,4872
hsk6_1273,HSK 6,淘汰,táotài,动,4873
hsk6_1274,HSK 6,套餐,tàocān,名,4874
hsk6_1275,HSK 6,特,tè,副,4875
hsk6_1276,HSK 6,特长,tècháng,名,4876
hsk6_1277,HSK 6,特地,tèdì,副,4877
hsk6_1278,HSK 6,特定,tèdìng,形,4878
hsk6_1279,HSK 6,特性,tèxìng,名,4879
hsk6_1280,HSK 6,特意,tèyì,副,4880
hsk6_1281,HSK 6,题材,tícái,名,4881
hsk6_1282,HSK 6,提取,tíqǔ,动,4882
hsk6_1283,HSK 6,提示,tíshì,动,4883
hsk6_1284,HSK 6,体操,tǐcāo,名,4884
hsk6_1285,HSK 6,体积,tǐjī,名,4885
hsk6_1286,HSK 6,体系,tǐxì,名,4886
hsk6_1287,HSK 6,添,tiān,动,4887
hsk6_1288,HSK 6,天才,tiāncái,名,4888
hsk6_1289,HSK 6,添加,tiānjiā,动,4889
hsk6_1290,HSK 6,天然,tiānrán,形,4890
hsk6_1291,HSK 6,天然气,tiānránqì,名,4891
hsk6_1292,HSK 6,天文,tiānwén,名,4892
hsk6_1293,HSK 6,天下,tiānxià,名,4893
hsk6_1294,HSK 6,天真,tiānzhēn,形,4894
hsk6_1295,HSK 6,田,tián,名,4895
hsk6_1296,HSK 6,田径,tiánjìng,名,4896
hsk6_1297,HSK 6,调节,tiáojié,动,4897
hsk6_1298,HSK 6,跳水,tiàoshuǐ,动,4898
hsk6_1299,HSK 6,贴近,tiējìn,动、形,4899
hsk6_1300,HSK 6,听话,tīnghuà,形,4900
hsk6_1301,HSK 6,听觉,tīngjué,名,4901
hsk6_1302,HSK 6,听取,tīngqǔ,动,4902
hsk6_1303,HSK 6,通道,tōngdào,名,4903
hsk6_1304,HSK 6,通风,tōngfēng,动,4904
hsk6_1305,HSK 6,通话,tōnghuà,动,4905
hsk6_1306,HSK 6,通信,tōngxìn,动,4906
hsk6_1307,HSK 6,通讯,tōngxùn,名,4907
hsk6_1308,HSK 6,通用,tōngyòng,动,4908
hsk6_1309,HSK 6,铜,tóng,名,4909
hsk6_1310,HSK 6,同伴,tóngbàn,名,4910
hsk6_1311,HSK 6,同行,tóngháng,动、名,4911
hsk6_1312,HSK 6,童话,tónghuà,名,4912
hsk6_1313,HSK 6,同类,tónglèi,形、名,4913
hsk6_1314,HSK 6,铜牌,tóngpái,名,4914
hsk6_1315,HSK 6,痛快,tòngkuài,形,4915
hsk6_1316,HSK 6,偷,tōu,动、副,4916
hsk6_1317,HSK 6,偷偷,tōutōu,副,4917
hsk6_1318,HSK 6,头脑,tóunǎo,名,4918
hsk6_1319,HSK 6,投票,tóupiào,动,4919
hsk6_1320,HSK 6,投诉,tóusù,动,4920
hsk6_1321,HSK 6,投资,tóuzī,动、名,4921
hsk6_1322,HSK 6,透,tòu,动、形,4922
hsk6_1323,HSK 6,透过,tòuguò,动,4923
hsk6_1324,HSK 6,透露,tòulù,动,4924
hsk6_1325,HSK 6,透明,tòumíng,形,4925
hsk6_1326,HSK 6,突发,tūfā,动,4926
hsk6_1327,HSK 6,突破,tūpò,动,4927
hsk6_1328,HSK 6,图案,tú’àn,名,4928
hsk6_1329,HSK 6,图表,túbiǎo,名,4929
hsk6_1330,HSK 6,徒弟,túdì,名,4930
hsk6_1331,HSK 6,途径,tújìng,名,4931
hsk6_1332,HSK 6,图像,túxiàng,名,4932
hsk6_1333,HSK 6,吐,tǔ,动,4933
hsk6_1334,HSK 6,土壤,tǔrǎng,名,4934
hsk6_1335,HSK 6,吐,tù,动,4935
hsk6_1336,HSK 6,团结,tuánjié,动、形,4936
hsk6_1337,HSK 6,团体,tuántǐ,名,4937
hsk6_1338,HSK 6,团圆,tuányuán,动,4938
hsk6_1339,HSK 6,推测,tuīcè,动,4939
hsk6_1340,HSK 6,推销,tuīxiāo,动,4940
hsk6_1341,HSK 6,推行,tuīxíng,动,4941
hsk6_1342,HSK 6,退税,tuìshuì,动,4942
hsk6_1343,HSK 6,吞,tūn,动,4943
hsk6_1344,HSK 6,拖,tuō,动,4944
hsk6_1345,HSK 6,拖延,tuōyán,动,4945
hsk6_1346,HSK 6,托运,tuōyùn,动,4946
hsk6_1347,HSK 6,挖,wā,动,4947
hsk6_1348,HSK 6,哇,wā,拟声,4948
hsk6_1349,HSK 6,娃娃,wáwa,名,4949
hsk6_1350,HSK 6,歪,wāi,形,4950
hsk6_1351,HSK 6,外表,wàibiǎo,名,4951
hsk6_1352,HSK 6,外交,wàijiāo,名,4952
hsk6_1353,HSK 6,外界,wàijiè,名,4953
hsk6_1354,HSK 6,外科,wàikē,名,4954
hsk6_1355,HSK 6,外来,wàilái,形,4955
hsk6_1356,HSK 6,外甥,wàisheng,名,4956
hsk6_1357,HSK 6,弯曲,wānqū,形,4957
hsk6_1358,HSK 6,顽强,wánqiáng,形,4958
hsk6_1359,HSK 6,万物,wànwù,名,4959
hsk6_1360,HSK 6,王子,wángzǐ,名,4960
hsk6_1361,HSK 6,网,wǎng,名、动,4961
hsk6_1362,HSK 6,往后,wǎnghòu,名,4962
hsk6_1363,HSK 6,往来,wǎnglái,动,4963
hsk6_1364,HSK 6,往年,wǎngnián,名,4964
hsk6_1365,HSK 6,望,wàng,动,4965
hsk6_1366,HSK 6,危机,wēijī,名,4966
hsk6_1367,HSK 6,微小,wēixiǎo,形,4967
hsk6_1368,HSK 6,违规,wéiguī,动,4968
hsk6_1369,HSK 6,维护,wéihù,动,4969
hsk6_1370,HSK 6,为难,wéinán,形、动,4970
hsk6_1371,HSK 6,围棋,wéiqí,名,4971
hsk6_1372,HSK 6,为期,wéiqī,动,4972
hsk6_1373,HSK 6,维生素,wéishēngsù,名,4973
hsk6_1374,HSK 6,为止,wéizhǐ,动,4974
hsk6_1375,HSK 6,委屈,wěiqu,形、动,4975
hsk6_1376,HSK 6,委托,wěituō,动,4976
hsk6_1377,HSK 6,未,wèi,副,4977
hsk6_1378,HSK 6,未必,wèibì,副,4978
hsk6_1379,HSK 6,未成年人,wèichéngniánrén,名,4979
hsk6_1380,HSK 6,为此,wèicǐ,连,4980
hsk6_1381,HSK 6,为何,wèihé,副,4981
hsk6_1382,HSK 6,味觉,wèijué,名,4982
hsk6_1383,HSK 6,胃口,wèikǒu,名,4983
hsk6_1384,HSK 6,温和,wēnhé,形,4984
hsk6_1385,HSK 6,温柔,wēnróu,形,4985
hsk6_1386,HSK 6,文档,wéndàng,名,4986
hsk6_1387,HSK 6,文具,wénjù,名,4987
hsk6_1388,HSK 6,文科,wénkē,名,4988
hsk6_1389,HSK 6,文明,wénmíng,名、形,4989
hsk6_1390,HSK 6,闻名,wénmíng,动,4990
hsk6_1391,HSK 6,文物,wénwù,名,4991
hsk6_1392,HSK 6,文献,wénxiàn,名,4992
hsk6_1393,HSK 6,文艺,wényì,名,4993
hsk6_1394,HSK 6,乌龟,wūguī,名,4994
hsk6_1395,HSK 6,污水,wūshuǐ,名,4995
hsk6_1396,HSK 6,无所谓,wúsuǒwèi,动,4996
hsk6_1397,HSK 6,无疑,wúyí,动,4997
hsk6_1398,HSK 6,武器,wǔqì,名,4998
hsk6_1399,HSK 6,误,wù,动,4999
hsk6_1400,HSK 6,误解,wùjiě,动、名,5000
hsk6_1401,HSK 6,物体,wùtǐ,名,5001
hsk6_1402,HSK 6,吸取,xīqǔ,动,5002
hsk6_1403,HSK 6,媳妇,xífu,名,5003
hsk6_1404,HSK 6,习俗,xísú,名,5004
hsk6_1405,HSK 6,喜剧,xǐjù,名,5005
hsk6_1406,HSK 6,喜事,xǐshì,名,5006
hsk6_1407,HSK 6,洗漱,xǐshù,动,5007
hsk6_1408,HSK 6,细胞,xìbāo,名,5008
hsk6_1409,HSK 6,细菌,xìjūn,名,5009
hsk6_1410,HSK 6,系列,xìliè,名,5010
hsk6_1411,HSK 6,戏曲,xìqǔ,名,5011
hsk6_1412,HSK 6,细致,xìzhì,形,5012
hsk6_1413,HSK 6,吓,xià,动,5013
hsk6_1414,HSK 6,下功夫,xià gōngfu,,5014
hsk6_1415,HSK 6,下单,xiàdān,动,5015
hsk6_1416,HSK 6,夏令营,xiàlìngyíng,名,5016
hsk6_1417,HSK 6,下线,xiàxiàn,动,5017
hsk6_1418,HSK 6,下旬,xiàxún,名,5018
hsk6_1419,HSK 6,鲜明,xiānmíng,形,5019
hsk6_1420,HSK 6,先前,xiānqián,名,5020
hsk6_1421,HSK 6,鲜艳,xiānyàn,形,5021
hsk6_1422,HSK 6,嫌,xián,动,5022
hsk6_1423,HSK 6,显,xiǎn,形、动,5023
hsk6_1424,HSK 6,险,xiǎn,形、副,5024
hsk6_1425,HSK 6,显著,xiǎnzhù,形,5025
hsk6_1426,HSK 6,限,xiàn,动,5026
hsk6_1427,HSK 6,线,xiàn,名、量,5027
hsk6_1428,HSK 6,现存,xiàncún,动,5028
hsk6_1429,HSK 6,限度,xiàndù,名,5029
hsk6_1430,HSK 6,现货,xiànhuò,名,5030
hsk6_1431,HSK 6,陷入,xiànrù,动,5031
hsk6_1432,HSK 6,线索,xiànsuǒ,名,5032
hsk6_1433,HSK 6,限于,xiànyú,动,5033
hsk6_1434,HSK 6,相差,xiāngchà,动,5034
hsk6_1435,HSK 6,香肠,xiāngcháng,名,5035
hsk6_1436,HSK 6,相传,xiāngchuán,动,5036
hsk6_1437,HSK 6,相等,xiāngděng,动,5037
hsk6_1438,HSK 6,相连,xiānglián,动,5038
hsk6_1439,HSK 6,香水,xiāngshuǐ,名,5039
hsk6_1440,HSK 6,相应,xiāngyìng,动,5040
hsk6_1441,HSK 6,项链,xiàngliàn,名,5041
hsk6_1442,HSK 6,象棋,xiàngqí,名,5042
hsk6_1443,HSK 6,相声,xiàngsheng,名,5043
hsk6_1444,HSK 6,向往,xiàngwǎng,动,5044
hsk6_1445,HSK 6,消除,xiāochú,动,5045
hsk6_1446,HSK 6,消毒,xiāodú,动,5046
hsk6_1447,HSK 6,消防,xiāofáng,动,5047
hsk6_1448,HSK 6,消耗,xiāohào,动,5048
hsk6_1449,HSK 6,消灭,xiāomiè,动,5049
hsk6_1450,HSK 6,小麦,xiǎomài,名,5050
hsk6_1451,HSK 6,小气,xiǎoqi,形,5051
hsk6_1452,HSK 6,小偷儿,xiǎotōur,名,5052
hsk6_1453,HSK 6,笑容,xiàoróng,名,5053
hsk6_1454,HSK 6,效应,xiàoyìng,名,5054
hsk6_1455,HSK 6,歇,xiē,动,5055
hsk6_1456,HSK 6,携带,xiédài,动,5056
hsk6_1457,HSK 6,协会,xiéhuì,名,5057
hsk6_1458,HSK 6,协调,xiétiáo,形、动,5058
hsk6_1459,HSK 6,协助,xiézhù,动,5059
hsk6_1460,HSK 6,心爱,xīn’ài,形,5060
hsk6_1461,HSK 6,心底,xīndǐ,名,5061
hsk6_1462,HSK 6,新款,xīnkuǎn,名,5062
hsk6_1463,HSK 6,心灵,xīnlíng,名,5063
hsk6_1464,HSK 6,新媒体,xīnméitǐ,名,5064
hsk6_1465,HSK 6,心目,xīnmù,名,5065
hsk6_1466,HSK 6,新能源,xīnnéngyuán,名,5066
hsk6_1467,HSK 6,薪水,xīnshui,名,5067
hsk6_1468,HSK 6,心疼,xīnténg,动,5068
hsk6_1469,HSK 6,新兴,xīnxīng,形,5069
hsk6_1470,HSK 6,新颖,xīnyǐng,形,5070
hsk6_1471,HSK 6,心愿,xīnyuàn,名,5071
hsk6_1472,HSK 6,心脏,xīnzàng,名,5072
hsk6_1473,HSK 6,信赖,xìnlài,动,5073
hsk6_1474,HSK 6,信念,xìnniàn,名,5074
hsk6_1475,HSK 6,兴起,xīngqǐ,动,5075
hsk6_1476,HSK 6,型号,xínghào,名,5076
hsk6_1477,HSK 6,形态,xíngtài,名,5077
hsk6_1478,HSK 6,性价比,xìngjiàbǐ,名,5078
hsk6_1479,HSK 6,性能,xìngnéng,名,5079
hsk6_1480,HSK 6,胸,xiōng,名,5080
hsk6_1481,HSK 6,修订,xiūdìng,动,5081
hsk6_1482,HSK 6,修复,xiūfù,动,5082
hsk6_1483,HSK 6,袖子,xiùzi,名,5083
hsk6_1484,HSK 6,许可,xǔkě,动,5084
hsk6_1485,HSK 6,叙述,xùshù,动,5085
hsk6_1486,HSK 6,旋转,xuánzhuǎn,动,5086
hsk6_1487,HSK 6,选拔,xuǎnbá,动,5087
hsk6_1488,HSK 6,选修,xuǎnxiū,动,5088
hsk6_1489,HSK 6,学会,xuéhuì,名,5089
hsk6_1490,HSK 6,学位,xuéwèi,名,5090
hsk6_1491,HSK 6,学问,xuéwen,名,5091
hsk6_1492,HSK 6,学员,xuéyuán,名,5092
hsk6_1493,HSK 6,血管,xuèguǎn,名,5093
hsk6_1494,HSK 6,血型,xuèxíng,名,5094
hsk6_1495,HSK 6,血压,xuèyā,名,5095
hsk6_1496,HSK 6,血液,xuèyè,名,5096
hsk6_1497,HSK 6,循环,xúnhuán,动,5097
hsk6_1498,HSK 6,寻求,xúnqiú,动,5098
hsk6_1499,HSK 6,压缩,yāsuō,动,5099
hsk6_1500,HSK 6,亚军,yàjūn,名,5100
hsk6_1501,HSK 6,淹,yān,动,5101
hsk6_1502,HSK 6,淹没,yānmò,动,5102
hsk6_1503,HSK 6,严,yán,形,5103
hsk6_1504,HSK 6,沿海,yánhǎi,名,5104
hsk6_1505,HSK 6,严寒,yánhán,形,5105
hsk6_1506,HSK 6,严禁,yánjìn,动,5106
hsk6_1507,HSK 6,严厉,yánlì,形,5107
hsk6_1508,HSK 6,延期,yánqī,动,5108
hsk6_1509,HSK 6,炎热,yánrè,形,5109
hsk6_1510,HSK 6,延伸,yánshēn,动,5110
hsk6_1511,HSK 6,研讨,yántǎo,动,5111
hsk6_1512,HSK 6,延续,yánxù,动,5112
hsk6_1513,HSK 6,言语,yányǔ,名,5113
hsk6_1514,HSK 6,炎症,yánzhèng,名,5114
hsk6_1515,HSK 6,眼光,yǎnguāng,名,5115
hsk6_1516,HSK 6,眼看,yǎnkàn,副、动,5116
hsk6_1517,HSK 6,演奏,yǎnzòu,动,5117
hsk6_1518,HSK 6,宴会,yànhuì,名,5118
hsk6_1519,HSK 6,验证,yànzhèng,动,5119
hsk6_1520,HSK 6,仰,yǎng,动,5120
hsk6_1521,HSK 6,痒,yǎng,形,5121
hsk6_1522,HSK 6,养老,yǎnglǎo,动,5122
hsk6_1523,HSK 6,养老院,yǎnglǎoyuàn,名,5123
hsk6_1524,HSK 6,氧气,yǎngqì,名,5124
hsk6_1525,HSK 6,样,yàng,量,5125
hsk6_1526,HSK 6,遥远,yáoyuǎn,形,5126
hsk6_1527,HSK 6,要点,yàodiǎn,名,5127
hsk6_1528,HSK 6,要么,yàome,连,5128
hsk6_1529,HSK 6,要素,yàosù,名,5129
hsk6_1530,HSK 6,野,yě,形,5130
hsk6_1531,HSK 6,也好,yěhǎo,助,5131
hsk6_1532,HSK 6,野生,yěshēng,形,5132
hsk6_1533,HSK 6,野外,yěwài,名,5133
hsk6_1534,HSK 6,业,yè,后缀,5134
hsk6_1535,HSK 6,液体,yètǐ,名,5135
hsk6_1536,HSK 6,依旧,yījiù,动、副,5136
hsk6_1537,HSK 6,依赖,yīlài,动,5137
hsk6_1538,HSK 6,一流,yīliú,形,5138
hsk6_1539,HSK 6,衣食住行,yī-shí-zhù-xíng,,5139
hsk6_1540,HSK 6,医药,yīyào,名,5140
hsk6_1541,HSK 6,一一,yīyī,副,5141
hsk6_1542,HSK 6,姨,yí,名,5142
hsk6_1543,HSK 6,一辈子,yíbèizi,名,5143
hsk6_1544,HSK 6,遗产,yíchǎn,名,5144
hsk6_1545,HSK 6,遗传,yíchuán,动,5145
hsk6_1546,HSK 6,一带,yídài,名,5146
hsk6_1547,HSK 6,一道,yídào,副,5147
hsk6_1548,HSK 6,一贯,yíguàn,形,5148
hsk6_1549,HSK 6,疑惑,yíhuò,动、名,5149
hsk6_1550,HSK 6,一律,yílǜ,副,5150
hsk6_1551,HSK 6,移民,yímín,动、名,5151
hsk6_1552,HSK 6,仪器,yíqì,名,5152
hsk6_1553,HSK 6,仪式,yíshì,名,5153
hsk6_1554,HSK 6,一向,yíxiàng,副,5154
hsk6_1555,HSK 6,一系列,yíxìliè,形,5155
hsk6_1556,HSK 6,一再,yízài,副,5156
hsk6_1557,HSK 6,一阵,yízhèn,数量,5157
hsk6_1558,HSK 6,遗址,yízhǐ,名,5158
hsk6_1559,HSK 6,以便,yǐbiàn,连,5159
hsk6_1560,HSK 6,以免,yǐmiǎn,连,5160
hsk6_1561,HSK 6,以往,yǐwǎng,名,5161
hsk6_1562,HSK 6,异常,yìcháng,形、副,5162
hsk6_1563,HSK 6,益处,yìchù,名,5163
hsk6_1564,HSK 6,一帆风顺,yìfān-fēngshùn,,5164
hsk6_1565,HSK 6,一口气,yìkǒuqì,副,5165
hsk6_1566,HSK 6,议论,yìlùn,动、名,5166
hsk6_1567,HSK 6,一模一样,yìmú-yíyàng,,5167
hsk6_1568,HSK 6,艺人,yìrén,名,5168
hsk6_1569,HSK 6,一身,yìshēn,名,5169
hsk6_1570,HSK 6,一时,yìshí,名、副,5170
hsk6_1571,HSK 6,一同,yìtóng,副,5171
hsk6_1572,HSK 6,易于,yìyú,动,5172
hsk6_1573,HSK 6,抑制,yìzhì,动,5173
hsk6_1574,HSK 6,因,yīn,介、连,5174
hsk6_1575,HSK 6,音节,yīnjié,名,5175
hsk6_1576,HSK 6,银,yín,名,5176
hsk6_1577,HSK 6,银牌,yínpái,名,5177
hsk6_1578,HSK 6,引,yǐn,动,5178
hsk6_1579,HSK 6,隐藏,yǐncáng,动,5179
hsk6_1580,HSK 6,引导,yǐndǎo,动,5180
hsk6_1581,HSK 6,引发,yǐnfā,动,5181
hsk6_1582,HSK 6,引入,yǐnrù,动,5182
hsk6_1583,HSK 6,隐私,yǐnsī,名,5183
hsk6_1584,HSK 6,饮用水,yǐnyòngshuǐ,名,5184
hsk6_1585,HSK 6,印,yìn,名、动,5185
hsk6_1586,HSK 6,婴儿,yīng’ér,名,5186
hsk6_1587,HSK 6,英雄,yīngxióng,名,5187
hsk6_1588,HSK 6,影子,yǐngzi,名,5188
hsk6_1589,HSK 6,拥挤,yōngjǐ,动、形,5189
hsk6_1590,HSK 6,涌现,yǒngxiàn,动,5190
hsk6_1591,HSK 6,勇于,yǒngyú,动,5191
hsk6_1592,HSK 6,用餐,yòngcān,动,5192
hsk6_1593,HSK 6,用处,yòngchù,名,5193
hsk6_1594,HSK 6,用功,yònggōng,动、形,5194
hsk6_1595,HSK 6,用人,yòngrén,动,5195
hsk6_1596,HSK 6,用心,yòngxīn,形,5196
hsk6_1597,HSK 6,优化,yōuhuà,动,5197
hsk6_1598,HSK 6,优先,yōuxiān,动,5198
hsk6_1599,HSK 6,优异,yōuyì,形,5199
hsk6_1600,HSK 6,由来,yóulái,名,5200
hsk6_1601,HSK 6,游人,yóurén,名,5201
hsk6_1602,HSK 6,犹如,yóurú,动,5202
hsk6_1603,HSK 6,有机,yǒujī,形,5203
hsk6_1604,HSK 6,有劲,yǒujìn,动、形,5204
hsk6_1605,HSK 6,有序,yǒuxù,形,5205
hsk6_1606,HSK 6,于,yú,介,5206
hsk6_1607,HSK 6,余额,yú’é,名,5207
hsk6_1608,HSK 6,与其,yǔqí,连,5208
hsk6_1609,HSK 6,羽绒服,yǔróngfú,名,5209
hsk6_1610,HSK 6,预定,yùdìng,动,5210
hsk6_1611,HSK 6,预料,yùliào,动、名,5211
hsk6_1612,HSK 6,预期,yùqī,动,5212
hsk6_1613,HSK 6,浴室,yùshì,名,5213
hsk6_1614,HSK 6,欲望,yùwàng,名,5214
hsk6_1615,HSK 6,原本,yuánběn,副,5215
hsk6_1616,HSK 6,原材料,yuáncáiliào,名,5216
hsk6_1617,HSK 6,原理,yuánlǐ,名,5217
hsk6_1618,HSK 6,原料,yuánliào,名,5218
hsk6_1619,HSK 6,园林,yuánlín,名,5219
hsk6_1620,HSK 6,圆满,yuánmǎn,形,5220
hsk6_1621,HSK 6,原始,yuánshǐ,形,5221
hsk6_1622,HSK 6,元素,yuánsù,名,5222
hsk6_1623,HSK 6,原先,yuánxiān,名,5223
hsk6_1624,HSK 6,元宵,yuánxiāo,名,5224
hsk6_1625,HSK 6,源于,yuányú,动,5225
hsk6_1626,HSK 6,远程,yuǎnchéng,形,5226
hsk6_1627,HSK 6,远方,yuǎnfāng,名,5227
hsk6_1628,HSK 6,约束,yuēshù,动,5228
hsk6_1629,HSK 6,月光,yuèguāng,名,5229
hsk6_1630,HSK 6,乐器,yuèqì,名,5230
hsk6_1631,HSK 6,月球,yuèqiú,名,5231
hsk6_1632,HSK 6,乐曲,yuèqǔ,名,5232
hsk6_1633,HSK 6,晕,yūn,形、动,5233
hsk6_1634,HSK 6,晕车,yùnchē,动,5234
hsk6_1635,HSK 6,运送,yùnsòng,动,5235
hsk6_1636,HSK 6,运行,yùnxíng,动,5236
hsk6_1637,HSK 6,运营,yùnyíng,动,5237
hsk6_1638,HSK 6,杂,zá,形,5238
hsk6_1639,HSK 6,灾,zāi,名,5239
hsk6_1640,HSK 6,灾害,zāihài,名,5240
hsk6_1641,HSK 6,灾难,zāinàn,名,5241
hsk6_1642,HSK 6,灾区,zāiqū,名,5242
