id,level,word,pinyin,cixing,sourceSort
hsk6_1643,HSK 6,再三,zàisān,副,5243
hsk6_1644,HSK 6,再生,zàishēng,动,5244
hsk6_1645,HSK 6,在意,zàiyì,动,5245
hsk6_1646,HSK 6,赞赏,zànshǎng,动,5246
hsk6_1647,HSK 6,赞同,zàntóng,动,5247
hsk6_1648,HSK 6,遭到,zāodào,动,5248
hsk6_1649,HSK 6,遭受,zāoshòu,动,5249
hsk6_1650,HSK 6,遭遇,zāoyù,动、名,5250
hsk6_1651,HSK 6,噪声,zàoshēng,名,5251
hsk6_1652,HSK 6,造型,zàoxíng,动、名,5252
hsk6_1653,HSK 6,则1,zé,连、（助）,5253
hsk6_1654,HSK 6,扎,zhā,动,5254
hsk6_1655,HSK 6,炸,zhà,动,5255
hsk6_1656,HSK 6,粘,zhān,动,5256
hsk6_1657,HSK 6,粘贴,zhāntiē,动,5257
hsk6_1658,HSK 6,崭新,zhǎnxīn,形,5258
hsk6_1659,HSK 6,占比,zhànbǐ,名,5259
hsk6_1660,HSK 6,战斗,zhàndòu,名、动,5260
hsk6_1661,HSK 6,占据,zhànjù,动,5261
hsk6_1662,HSK 6,战胜,zhànshèng,动,5262
hsk6_1663,HSK 6,占有,zhànyǒu,动,5263
hsk6_1664,HSK 6,战争,zhànzhēng,名,5264
hsk6_1665,HSK 6,章,zhāng,量,5265
hsk6_1666,HSK 6,长辈,zhǎngbèi,名,5266
hsk6_1667,HSK 6,障碍,zhàng’ài,名、动,5267
hsk6_1668,HSK 6,账单,zhàngdān,名,5268
hsk6_1669,HSK 6,招,zhāo,动,5269
hsk6_1670,HSK 6,招待,zhāodài,动,5270
hsk6_1671,HSK 6,招生,zhāoshēng,动,5271
hsk6_1672,HSK 6,招手,zhāoshǒu,动,5272
hsk6_1673,HSK 6,招收,zhāoshōu,动,5273
hsk6_1674,HSK 6,照明,zhàomíng,动,5274
hsk6_1675,HSK 6,折,zhé,动,5275
hsk6_1676,HSK 6,针,zhēn,名,5276
hsk6_1677,HSK 6,真相,zhēnxiàng,名,5277
hsk6_1678,HSK 6,珍珠,zhēnzhū,名,5278
hsk6_1679,HSK 6,枕头,zhěntou,名,5279
hsk6_1680,HSK 6,镇,zhèn,动、名,5280
hsk6_1681,HSK 6,阵雨,zhènyǔ,名,5281
hsk6_1682,HSK 6,睁,zhēng,动,5282
hsk6_1683,HSK 6,争吵,zhēngchǎo,动,5283
hsk6_1684,HSK 6,争夺,zhēngduó,动,5284
hsk6_1685,HSK 6,争论,zhēnglùn,动,5285
hsk6_1686,HSK 6,征求,zhēngqiú,动,5286
hsk6_1687,HSK 6,争议,zhēngyì,动,5287
hsk6_1688,HSK 6,政策,zhèngcè,名,5288
hsk6_1689,HSK 6,正规,zhèngguī,形,5289
hsk6_1690,HSK 6,正面,zhèngmiàn,名、形,5290
hsk6_1691,HSK 6,证实,zhèngshí,动,5291
hsk6_1692,HSK 6,正义,zhèngyì,名、形,5292
hsk6_1693,HSK 6,症状,zhèngzhuàng,名,5293
hsk6_1694,HSK 6,支2,zhī,动,5294
hsk6_1695,HSK 6,枝,zhī,名、量,5295
hsk6_1696,HSK 6,支撑,zhīchēng,动,5296
hsk6_1697,HSK 6,支出,zhīchū,动、名,5297
hsk6_1698,HSK 6,脂肪,zhīfáng,名,5298
hsk6_1699,HSK 6,之所以,zhīsuǒyǐ,连,5299
hsk6_1700,HSK 6,值班,zhíbān,动,5300
hsk6_1701,HSK 6,职位,zhíwèi,名,5301
hsk6_1702,HSK 6,职务,zhíwù,名,5302
hsk6_1703,HSK 6,职员,zhíyuán,名,5303
hsk6_1704,HSK 6,职责,zhízé,名,5304
hsk6_1705,HSK 6,侄子,zhízi,名,5305
hsk6_1706,HSK 6,只得,zhǐdé,副,5306
hsk6_1707,HSK 6,指定,zhǐdìng,动,5307
hsk6_1708,HSK 6,只顾,zhǐgù,副,5308
hsk6_1709,HSK 6,指挥,zhǐhuī,动、名,5309
hsk6_1710,HSK 6,指示,zhǐshì,动、名,5310
hsk6_1711,HSK 6,指责,zhǐzé,动,5311
hsk6_1712,HSK 6,制,zhì,动,5312
hsk6_1713,HSK 6,至关重要,zhìguān-zhòngyào,,5313
hsk6_1714,HSK 6,智力,zhìlì,名,5314
hsk6_1715,HSK 6,治理,zhìlǐ,动,5315
hsk6_1716,HSK 6,制品,zhìpǐn,名,5316
hsk6_1717,HSK 6,秩序,zhìxù,名,5317
hsk6_1718,HSK 6,质疑,zhìyí,动,5318
hsk6_1719,HSK 6,至于,zhìyú,动、介,5319
hsk6_1720,HSK 6,中等,zhōngděng,形,5320
hsk6_1721,HSK 6,终点,zhōngdiǎn,名,5321
hsk6_1722,HSK 6,中断,zhōngduàn,动,5322
hsk6_1723,HSK 6,终身,zhōngshēn,名,5323
hsk6_1724,HSK 6,钟头,zhōngtóu,名,5324
hsk6_1725,HSK 6,中旬,zhōngxún,名,5325
hsk6_1726,HSK 6,中央,zhōngyāng,名,5326
hsk6_1727,HSK 6,肿,zhǒng,动,5327
hsk6_1728,HSK 6,中,zhòng,动,5328
hsk6_1729,HSK 6,种地,zhòngdì,动,5329
hsk6_1730,HSK 6,中毒,zhòngdú,动,5330
hsk6_1731,HSK 6,中奖,zhòngjiǎng,动,5331
hsk6_1732,HSK 6,众人,zhòngrén,名,5332
hsk6_1733,HSK 6,中暑,zhòngshǔ,名、动,5333
hsk6_1734,HSK 6,众所周知,zhòngsuǒzhōuzhī,,5334
hsk6_1735,HSK 6,重心,zhòngxīn,名,5335
hsk6_1736,HSK 6,州,zhōu,名,5336
hsk6_1737,HSK 6,粥,zhōu,名,5337
hsk6_1738,HSK 6,周边,zhōubiān,名,5338
hsk6_1739,HSK 6,周到,zhōudào,形,5339
hsk6_1740,HSK 6,周期,zhōuqī,名,5340
hsk6_1741,HSK 6,株,zhū,量,5341
hsk6_1742,HSK 6,珠宝,zhūbǎo,名,5342
hsk6_1743,HSK 6,诸多,zhūduō,形,5343
hsk6_1744,HSK 6,主办,zhǔbàn,动,5344
hsk6_1745,HSK 6,主播,zhǔbō,动、名,5345
hsk6_1746,HSK 6,主导,zhǔdǎo,动、名,5346
hsk6_1747,HSK 6,主管,zhǔguǎn,动、名,5347
hsk6_1748,HSK 6,主角,zhǔjué,名,5348
hsk6_1749,HSK 6,主流,zhǔliú,名,5349
hsk6_1750,HSK 6,主演,zhǔyǎn,动、名,5350
hsk6_1751,HSK 6,主张,zhǔzhāng,动、名,5351
hsk6_1752,HSK 6,祝福,zhùfú,动,5352
hsk6_1753,HSK 6,助理,zhùlǐ,形、名,5353
hsk6_1754,HSK 6,助手,zhùshǒu,名,5354
hsk6_1755,HSK 6,祝愿,zhùyuàn,动,5355
hsk6_1756,HSK 6,住宅,zhùzhái,名,5356
hsk6_1757,HSK 6,著作,zhùzuò,名,5357
hsk6_1758,HSK 6,砖,zhuān,名,5358
hsk6_1759,HSK 6,专科,zhuānkē,名,5359
hsk6_1760,HSK 6,专利,zhuānlì,名,5360
hsk6_1761,HSK 6,专题,zhuāntí,名,5361
hsk6_1762,HSK 6,专用,zhuānyòng,动,5362
hsk6_1763,HSK 6,专注,zhuānzhù,形,5363
hsk6_1764,HSK 6,转换,zhuǎnhuàn,动,5364
hsk6_1765,HSK 6,转交,zhuǎnjiāo,动,5365
hsk6_1766,HSK 6,转让,zhuǎnràng,动,5366
hsk6_1767,HSK 6,转身,zhuǎnshēn,动,5367
hsk6_1768,HSK 6,转移,zhuǎnyí,动,5368
hsk6_1769,HSK 6,转,zhuàn,动,5369
hsk6_1770,HSK 6,转动,zhuàndòng,动,5370
hsk6_1771,HSK 6,装备,zhuāngbèi,动、名,5371
hsk6_1772,HSK 6,庄稼,zhuāngjia,名,5372
hsk6_1773,HSK 6,追究,zhuījiū,动,5373
hsk6_1774,HSK 6,捉,zhuō,动,5374
hsk6_1775,HSK 6,资本,zīběn,名,5375
hsk6_1776,HSK 6,资产,zīchǎn,名,5376
hsk6_1777,HSK 6,自豪,zìháo,形,5377
hsk6_1778,HSK 6,自来水,zìláishuǐ,名,5378
hsk6_1779,HSK 6,自律,zìlǜ,动,5379
hsk6_1780,HSK 6,字幕,zìmù,名,5380
hsk6_1781,HSK 6,自杀,zìshā,动,5381
hsk6_1782,HSK 6,自我,zìwǒ,代,5382
hsk6_1783,HSK 6,自言自语,zìyán-zìyǔ,,5383
hsk6_1784,HSK 6,自愿,zìyuàn,动,5384
hsk6_1785,HSK 6,自助,zìzhù,动,5385
hsk6_1786,HSK 6,棕色,zōngsè,名,5386
hsk6_1787,HSK 6,总裁,zǒngcái,名,5387
hsk6_1788,HSK 6,总计,zǒngjì,动,5388
hsk6_1789,HSK 6,总理,zǒnglǐ,名,5389
hsk6_1790,HSK 6,总算,zǒngsuàn,副,5390
hsk6_1791,HSK 6,粽子,zòngzi,名,5391
hsk6_1792,HSK 6,走廊,zǒuláng,名,5392
hsk6_1793,HSK 6,足,zú,形、副,5393
hsk6_1794,HSK 6,足以,zúyǐ,动,5394
hsk6_1795,HSK 6,阻碍,zǔ’ài,动、名,5395
hsk6_1796,HSK 6,阻挡,zǔdǎng,动,5396
hsk6_1797,HSK 6,祖国,zǔguó,名,5397
hsk6_1798,HSK 6,祖先,zǔxiān,名,5398
hsk6_1799,HSK 6,钻,zuān,动,5399
hsk6_1800,HSK 6,罪,zuì,名,5400
