# Extracted subset of Unihan_IRGSources.txt (kTotalStrokes field only)
# Source: Unicode Character Database, Unihan Database
# Full release: Unicode 17.0.0
# Original file: Unihan_IRGSources.txt (from Unihan.zip)
# Official source URL: https://www.unicode.org/Public/17.0.0/ucd/Unihan.zip
# Unihan.zip sha256: f7a48b2b545acfaa77b2d607ae28747404ce02baefee16396c5d2d7a8ef34b5e
# Unihan_IRGSources.txt internal header: Date: 2025-07-24 00:00:00 GMT [KL], Unicode Version 17.0.0
# Retrieved: 2026-09-05
# License: Unicode License v3 (see https://www.unicode.org/license.txt) -- (c) 2025 Unicode, Inc.
# This is a FILTERED SUBSET containing only the kTotalStrokes lines for
# the 1940 distinct Han characters actually used in this project's HSK1-6
# vocabulary (data/hsk/hsk{1..6}/hsk{N}_vocabulary_production.json,
# word field, after stripping the 12 known digit-suffix disambiguation
# artifacts). Regenerate via extract_vocabulary_characters.py against a
# freshly pinned Unihan.zip if the character set changes.
# Format (unchanged from the original Unihan file): U+XXXX<TAB>kTotalStrokes<TAB>VALUE
U+573A	kTotalStrokes	6
U+573E	kTotalStrokes	6
U+5740	kTotalStrokes	7
U+5747	kTotalStrokes	7
U+574F	kTotalStrokes	7
U+5750	kTotalStrokes	7
U+5757	kTotalStrokes	7
U+575A	kTotalStrokes	7
U+575B	kTotalStrokes	7
U+5761	kTotalStrokes	8
U+5782	kTotalStrokes	8
U+5783	kTotalStrokes	8
U+578B	kTotalStrokes	9
U+57CB	kTotalStrokes	10
U+57CE	kTotalStrokes	9
U+57DF	kTotalStrokes	11
U+57F9	kTotalStrokes	11
U+57FA	kTotalStrokes	11
U+5802	kTotalStrokes	11
U+5806	kTotalStrokes	11
U+5835	kTotalStrokes	11
U+5851	kTotalStrokes	13
U+5854	kTotalStrokes	12
U+585E	kTotalStrokes	13
U+586B	kTotalStrokes	13
U+5883	kTotalStrokes	14
U+5899	kTotalStrokes	14
U+589E	kTotalStrokes	15
U+58C1	kTotalStrokes	16
U+58E4	kTotalStrokes	20
U+58EB	kTotalStrokes	3
U+58EE	kTotalStrokes	6
U+58F0	kTotalStrokes	7
U+58F6	kTotalStrokes	10
U+5904	kTotalStrokes	5
U+5907	kTotalStrokes	8
U+590D	kTotalStrokes	9
U+590F	kTotalStrokes	10
U+5915	kTotalStrokes	3
U+5916	kTotalStrokes	5
U+591A	kTotalStrokes	6
U+591C	kTotalStrokes	8
U+591F	kTotalStrokes	11
U+5927	kTotalStrokes	3
U+5929	kTotalStrokes	4
U+592A	kTotalStrokes	4
U+592B	kTotalStrokes	4
U+592E	kTotalStrokes	5
U+5931	kTotalStrokes	5
U+5934	kTotalStrokes	5
U+5938	kTotalStrokes	6
U+5939	kTotalStrokes	6
U+593A	kTotalStrokes	6
U+5947	kTotalStrokes	8
U+5948	kTotalStrokes	8
U+5949	kTotalStrokes	8
U+594B	kTotalStrokes	8
U+594F	kTotalStrokes	9
U+5954	kTotalStrokes	8
U+5956	kTotalStrokes	9
U+5957	kTotalStrokes	10
U+5973	kTotalStrokes	3
U+5976	kTotalStrokes	5
U+5979	kTotalStrokes	6
U+597D	kTotalStrokes	6
U+5982	kTotalStrokes	6
U+5986	kTotalStrokes	6
U+5987	kTotalStrokes	6
U+5988	kTotalStrokes	6
U+5999	kTotalStrokes	7
U+59A8	kTotalStrokes	7
U+59B9	kTotalStrokes	8
U+59BB	kTotalStrokes	8
U+59CB	kTotalStrokes	8
U+59D0	kTotalStrokes	8
U+59D1	kTotalStrokes	8
U+59D3	kTotalStrokes	8
U+59D4	kTotalStrokes	8
U+59E5	kTotalStrokes	9
U+59E8	kTotalStrokes	9
U+59FB	kTotalStrokes	9
U+59FF	kTotalStrokes	9
U+5A01	kTotalStrokes	9
U+5A03	kTotalStrokes	9
U+5A18	kTotalStrokes	10
U+5A31	kTotalStrokes	10
U+5A36	kTotalStrokes	11
U+5A46	kTotalStrokes	11
U+5A5A	kTotalStrokes	11
U+5A74	kTotalStrokes	11
U+5A92	kTotalStrokes	12
U+5AB3	kTotalStrokes	13
U+5AC1	kTotalStrokes	13
U+5ACC	kTotalStrokes	13
U+5B50	kTotalStrokes	3
U+5B55	kTotalStrokes	5
U+5B57	kTotalStrokes	6
U+5B58	kTotalStrokes	6
U+5B59	kTotalStrokes	6
U+5B63	kTotalStrokes	8
U+5B64	kTotalStrokes	8
U+5B66	kTotalStrokes	8
U+5B69	kTotalStrokes	9
U+5B83	kTotalStrokes	5
U+5B85	kTotalStrokes	6
U+5B88	kTotalStrokes	6
U+5B89	kTotalStrokes	6
U+5B8C	kTotalStrokes	7
U+5B8F	kTotalStrokes	7
U+5B98	kTotalStrokes	8
U+5B9A	kTotalStrokes	8
U+5B9C	kTotalStrokes	8
U+5B9D	kTotalStrokes	8
U+5B9E	kTotalStrokes	8
U+5BA0	kTotalStrokes	8
U+5BA1	kTotalStrokes	8
U+5BA2	kTotalStrokes	9
U+5BA3	kTotalStrokes	9
U+5BA4	kTotalStrokes	9
U+5BAB	kTotalStrokes	9
U+5BB3	kTotalStrokes	10
U+5BB4	kTotalStrokes	10
U+5BB5	kTotalStrokes	10
U+5BB6	kTotalStrokes	10
U+5BB9	kTotalStrokes	10
U+5BBD	kTotalStrokes	10
U+5BBE	kTotalStrokes	10
U+5BBF	kTotalStrokes	11
U+5BC2	kTotalStrokes	11
U+5BC4	kTotalStrokes	11
U+5BC6	kTotalStrokes	11
U+5BCC	kTotalStrokes	12
U+5BD2	kTotalStrokes	12
U+5BD3	kTotalStrokes	12
U+5BDE	kTotalStrokes	13
U+5BDF	kTotalStrokes	14
U+5BF8	kTotalStrokes	3
U+5BF9	kTotalStrokes	5
U+5BFB	kTotalStrokes	6
U+5BFC	kTotalStrokes	6
U+5BFF	kTotalStrokes	7
U+5C01	kTotalStrokes	9
U+5C04	kTotalStrokes	10
U+5C06	kTotalStrokes	9
U+5C0A	kTotalStrokes	12
U+5C0F	kTotalStrokes	3
U+5C11	kTotalStrokes	4
U+5C14	kTotalStrokes	5
U+5C16	kTotalStrokes	6
U+5C18	kTotalStrokes	6
U+5C1A	kTotalStrokes	8
U+5C1D	kTotalStrokes	9
U+5C24	kTotalStrokes	4
U+5C2C	kTotalStrokes	7
U+5C31	kTotalStrokes	12
U+5C34	kTotalStrokes	13
U+5C3A	kTotalStrokes	4
U+5C3D	kTotalStrokes	6
U+5C3E	kTotalStrokes	7
U+5C40	kTotalStrokes	7
U+5C42	kTotalStrokes	7
U+5C45	kTotalStrokes	8
U+5C48	kTotalStrokes	8
U+5C4A	kTotalStrokes	8
U+5C4B	kTotalStrokes	9
U+5C4F	kTotalStrokes	9
U+5C55	kTotalStrokes	10
U+5C5E	kTotalStrokes	12
U+5C65	kTotalStrokes	15
U+5C71	kTotalStrokes	3
U+5C81	kTotalStrokes	6
U+5C97	kTotalStrokes	7
U+5C9B	kTotalStrokes	7
U+5CB8	kTotalStrokes	8
U+5CF0	kTotalStrokes	10
U+5D07	kTotalStrokes	11
U+5D2D	kTotalStrokes	11
U+5DDE	kTotalStrokes	6
U+5DE5	kTotalStrokes	3
U+5DE6	kTotalStrokes	5
U+5DE7	kTotalStrokes	5
U+5DE8	kTotalStrokes	4
U+5DE9	kTotalStrokes	6
U+5DEE	kTotalStrokes	9
U+5DF1	kTotalStrokes	3
U+5DF2	kTotalStrokes	3
U+5DF4	kTotalStrokes	4
U+5DFE	kTotalStrokes	3
U+5E01	kTotalStrokes	4
U+5E02	kTotalStrokes	5
U+5E03	kTotalStrokes	5
U+5E05	kTotalStrokes	5
U+5E06	kTotalStrokes	6
U+5E08	kTotalStrokes	6
U+5E0C	kTotalStrokes	7
U+5E1D	kTotalStrokes	9
U+5E26	kTotalStrokes	9
U+5E2D	kTotalStrokes	10
U+5E2E	kTotalStrokes	9
U+5E38	kTotalStrokes	11
U+5E3D	kTotalStrokes	12
U+5E45	kTotalStrokes	12
U+5E55	kTotalStrokes	13
U+5E72	kTotalStrokes	3
U+5E73	kTotalStrokes	5
U+5E74	kTotalStrokes	6
U+5E76	kTotalStrokes	6
U+5E78	kTotalStrokes	8
U+5E7B	kTotalStrokes	4
U+5E7C	kTotalStrokes	5
U+5E7D	kTotalStrokes	9
U+5E7F	kTotalStrokes	3
U+5E84	kTotalStrokes	6
U+5E86	kTotalStrokes	6
U+5E8A	kTotalStrokes	7
U+5E8F	kTotalStrokes	7
U+5E93	kTotalStrokes	7
U+5E94	kTotalStrokes	7
U+5E95	kTotalStrokes	8
U+5E97	kTotalStrokes	8
U+5E9C	kTotalStrokes	8
U+5E9E	kTotalStrokes	8
U+5EA6	kTotalStrokes	9
U+5EA7	kTotalStrokes	10
U+5EAD	kTotalStrokes	9
U+5EB7	kTotalStrokes	11
U+5ECA	kTotalStrokes	11
U+5EF6	kTotalStrokes	6
U+5EFA	kTotalStrokes	8
U+5F00	kTotalStrokes	4
U+5F02	kTotalStrokes	6
U+5F03	kTotalStrokes	7
U+5F04	kTotalStrokes	7
U+5F0F	kTotalStrokes	6
U+5F15	kTotalStrokes	4
U+5F1F	kTotalStrokes	7
U+5F20	kTotalStrokes	7
U+5F25	kTotalStrokes	8
U+5F2F	kTotalStrokes	9
U+5F31	kTotalStrokes	10
U+5F39	kTotalStrokes	11
U+5F3A	kTotalStrokes	12
U+5F52	kTotalStrokes	5
U+5F53	kTotalStrokes	6
U+5F55	kTotalStrokes	8
U+5F62	kTotalStrokes	7
U+5F69	kTotalStrokes	11
U+5F71	kTotalStrokes	15
U+5F7B	kTotalStrokes	7
U+5F7C	kTotalStrokes	8
U+5F80	kTotalStrokes	8
U+5F81	kTotalStrokes	8
U+5F84	kTotalStrokes	8
U+5F85	kTotalStrokes	9
U+5F88	kTotalStrokes	9
U+5F8B	kTotalStrokes	9
U+5F92	kTotalStrokes	10
U+5F97	kTotalStrokes	11
U+5FAA	kTotalStrokes	12
U+5FAE	kTotalStrokes	13
U+5FB7	kTotalStrokes	15
U+5FC3	kTotalStrokes	4
U+5FC5	kTotalStrokes	5
U+5FC6	kTotalStrokes	4
U+5FCD	kTotalStrokes	7
U+5FD7	kTotalStrokes	7
U+5FD8	kTotalStrokes	7
U+5FD9	kTotalStrokes	6
U+5FE7	kTotalStrokes	7
U+5FEB	kTotalStrokes	7
U+5FF5	kTotalStrokes	8
U+5FFD	kTotalStrokes	8
U+6000	kTotalStrokes	7
U+6001	kTotalStrokes	8
U+600E	kTotalStrokes	9
U+6012	kTotalStrokes	9
U+6015	kTotalStrokes	8
U+601C	kTotalStrokes	8
U+601D	kTotalStrokes	9
U+6025	kTotalStrokes	9
U+6027	kTotalStrokes	8
U+6028	kTotalStrokes	9
U+602A	kTotalStrokes	8
U+603B	kTotalStrokes	9
U+604B	kTotalStrokes	10
U+6050	kTotalStrokes	10
U+6062	kTotalStrokes	9
U+6068	kTotalStrokes	9
U+606D	kTotalStrokes	10
U+606F	kTotalStrokes	10
U+6070	kTotalStrokes	9
U+6076	kTotalStrokes	10
U+607C	kTotalStrokes	9
U+6084	kTotalStrokes	10
U+6089	kTotalStrokes	11
U+6094	kTotalStrokes	10
U+60A0	kTotalStrokes	11
U+60A3	kTotalStrokes	11
U+60A8	kTotalStrokes	11
U+60B2	kTotalStrokes	12
U+60C5	kTotalStrokes	11
U+60CA	kTotalStrokes	11
U+60D1	kTotalStrokes	12
U+60DC	kTotalStrokes	11
